qid,category,question,expected_evidence,ground_truth,index,retriever,fetched_ranges,content_tokens,n_tool_calls,latency_s,my_retrieval,my_answer,my_note,YOUR_retrieval,YOUR_answer,YOUR_notes,answer
DL4,direct-location,"According to the Poolula platform page, what five dimensions does its evaluation harness score, and what composite target must be met before production deployment?","Poolula Platform § Governance & Reliability → Evaluation Harness (node 0068, L681–700; dimensions table L690–699, target L700).","Tool Usage, Content Relevance, Semantic Similarity, Numerical Accuracy, Citation Accuracy; target ≥90% composite score before production deployment.",IDX-C,gpt-4o-2024-11-20,681-702,250,3,6.06,4,4,,,,,"According to the Poolula platform page, its evaluation harness scores five dimensions:

1. **Tool Usage**: Did the AI invoke the correct tools?
2. **Content Relevance**: Does the answer address the actual question?
3. **Semantic Similarity**: Does the answer match expected content (embedding comparison)?
4. **Numerical Accuracy**: Do financial figures match expected values?
5. **Citation Accuracy**: Are sources correct and relevant?

Before production deployment, the system must achieve a composite score of **≥90%**. 

(*Referenced: ""Evaluation Harness"" section from the Poolula platform page.*)"
DL4,direct-location,"According to the Poolula platform page, what five dimensions does its evaluation harness score, and what composite target must be met before production deployment?","Poolula Platform § Governance & Reliability → Evaluation Harness (node 0068, L681–700; dimensions table L690–699, target L700).","Tool Usage, Content Relevance, Semantic Similarity, Numerical Accuracy, Citation Accuracy; target ≥90% composite score before production deployment.",IDX-C,claude-sonnet-4-5,679-730,413,3,16.59,4,4,,,,,"Perfect! I found the information about the Poolula platform's evaluation harness. Let me provide the answer:

According to the Poolula platform page, the evaluation harness scores **five dimensions**:

1. **Tool Usage** - Did the AI invoke the correct tools?
2. **Content Relevance** - Does the answer address the actual question?
3. **Semantic Similarity** - Does the answer match expected content (embedding comparison)?
4. **Numerical Accuracy** - Do financial figures match expected values?
5. **Citation Accuracy** - Are sources correct and relevant?

The **composite target** that must be met before production deployment is **≥90% composite score**.

This evaluation harness is part of the platform's ""Governance & Reliability"" approach, ensuring that the RAG system measures accuracy against a golden question set before deployment—""because 'it sounds right' isn't a reliability standard."""
DL4,direct-location,"According to the Poolula platform page, what five dimensions does its evaluation harness score, and what composite target must be met before production deployment?","Poolula Platform § Governance & Reliability → Evaluation Harness (node 0068, L681–700; dimensions table L690–699, target L700).","Tool Usage, Content Relevance, Semantic Similarity, Numerical Accuracy, Citation Accuracy; target ≥90% composite score before production deployment.",IDX-C,qwen2.5-7b-instruct-ctx32k,(none fetched),0,2,60.27,0,0,"COLLAPSED: read 43730-tok structure, never called get_page_content, returned generic corpus overview",,,,"# Barbara Hidalgo-Sotelo Website Corpus

The corpus includes a variety of structured and unstructured content, organized into several key areas:

## Articles

- **Three Readers of Your Web Page**
  - Explains how different entities (browsers, search engines, social media) read and interact with web pages.
  - Discusses the importance of metadata in SEO and user experience.

- **Metadata Matters**
  - Emphasizes why metadata is crucial for search visibility and social sharing.
  - Provides practical guidelines on what makes good metadata and how to implement it effectively.

- **RAG Without the Theater — Evidence-Linked Retrieval Patterns You Can Defend**
  - Focuses on effective retrieval-augmented generation (RAG) by using small, testable patterns that tie claims to sources.
  - Offers anti-patterns to avoid and three patterns that work well in practice.

- **Bees, Graphs, and Governance — Turning Unruly Observations into Evidence-Ready Decisions**
  - Describes treating a beehive as a data system with noisy observations and tight feedback loops.
  - Suggests modeling relationships between data entities to transform anecdotes into evidence-based decisions.

## Resources & Guides

- **Infographics**
  - What does 'harness' mean in AI?
    - Infographic explaining different meanings of 'harness' in technical contexts.
  - Memory is more than storage
    - Infographic illustrating key aspects of memory for humans and AI agents.
  - The missing layer of AI adoption
    - Diagram showing organizational value pillars like accountability, shared context, and cost visibility.
  - The integration test: five questions for any AI workflow
    - Slide listing critical evaluation questions for AI-assisted workflows.

- **Resource Collection Entries**
  - What Does 'Harness' Mean in AI?
    - Explains various technical contexts where the term 'harness' is used.
  - Anti-Slop Writing Kit
    - Guide to writing clear, concise instructions for AI assistants.
  - Memory Is More Than Storage
    - Infographic highlighting essential aspects of memory design and challenges.
  - Is Your Knowledge Ready for AI?
    - Diagnostic tool to assess the readiness of organizational knowledge for AI use.
  - AI Instruction File Evaluation Worksheet
    - Two-page worksheet for evaluating AI assistant instruction files.
  - Git Workflow Cheatsheet
    - Quick reference guide for efficient Git workflows.
  - Resume Data Schema
    - JSON schema for a structured resume, with detailed documentation and usage examples.

- **Schema Structure**
  - Overview of the `barbara_resume_golden.json` file and its structure, including core sections like `meta`, `profile`, `education`, `experience`, `projects`, and `publications`.

## Summary

This corpus covers both theoretical and practical aspects of web development, metadata management, AI system design, and data organization. Each article or resource provides actionable insights and tools to improve digital content strategies and workflows.

If you have any specific questions or need further details on a particular topic, feel free to ask!"
DL4,direct-location,"According to the Poolula platform page, what five dimensions does its evaluation harness score, and what composite target must be met before production deployment?","Poolula Platform § Governance & Reliability → Evaluation Harness (node 0068, L681–700; dimensions table L690–699, target L700).","Tool Usage, Content Relevance, Semantic Similarity, Numerical Accuracy, Citation Accuracy; target ≥90% composite score before production deployment.",IDX-O,gpt-4o-2024-11-20,681-702,250,3,6.49,4,4,,,,,"According to the Poolula platform page, the evaluation harness scores AI performance on five dimensions:

1. **Tool Usage**: Did the AI invoke the correct tools?
2. **Content Relevance**: Does the answer address the actual question?
3. **Semantic Similarity**: Does the answer match expected content (via embedding comparison)?
4. **Numerical Accuracy**: Are financial figures accurate?
5. **Citation Accuracy**: Are sources correct and relevant?

The composite target of achieving a ≥90% score across these dimensions must be met before production deployment. 

*Cited: ""Evaluation Harness""*"
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-D,gpt-4o-2024-11-20,972-1004 ; 801-813,1161,4,5.09,4,3,,,,,"The ""era-based smart defaults"" fallback in the fitness dashboard's workout classification is a system used when there is insufficient data for clustering (<5 workouts). It leverages historical behavioral patterns to assign classifications based on whether the workout occurred before or after a specific boundary date:

1. **Pre-Choco (before June 1, 2018):** Defaults to `real_run`.
2. **Post-Choco (after June 1, 2018):** Defaults to `pup_walk`.

The boundary date is **June 1, 2018**, marked by the arrival of a chocolate lab puppy named Choco, which significantly shifted the patterns in the user's fitness data.

This information is based on the section ""ML Classification System"" and the project summary under ""Self-Hosted Workout Intelligence."""
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-D,claude-sonnet-4-5,972-1003,323,3,16.21,4,4,,,,,"Perfect! I found the information about the era-based smart defaults. Let me provide a complete answer based on this content.

## Answer

The **""era-based smart defaults"" fallback** in the fitness dashboard's workout classification is a secondary classification method that's used when the primary K-means clustering system has insufficient data (fewer than 5 workouts).

### How It Works:

The system uses a date-based heuristic that divides workout history into two eras:

- **Pre-Choco era** (before June 1, 2018): defaults to classifying workouts as `real_run`
- **Post-Choco era** (after June 1, 2018): defaults to classifying workouts as `pup_walk`

### The Boundary Date:

**June 1, 2018** is the date that defines the era boundary. This date marks ""The Choco Effect"" — when a puppy named Choco arrived and fundamentally changed the activity patterns (before Choco: primarily running; after Choco: walks dominated).

### Confidence Hierarchy:

The system uses a three-tier fallback hierarchy:
1. **Primary:** K-means ML clustering (requires ≥5 workouts)
2. **Secondary:** Era-based defaults with medium confidence (0.5)
3. **Tertiary:** Rule-based classification by pace thresholds

This approach leverages the known behavioral pattern shift to make intelligent guesses when machine learning can't be applied due to insufficient data.

---
*Source: ""Self-Hosted Workout Intelligence"" project, ML Classification System section*"
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-D,qwen2.5-7b-instruct-ctx32k,801-930 ; 2403-2476 ; 813-930,5520,5,212.88,3,2,,,,,"Based on the fetched content from pages 813 to 930, we can see that the section describing the ML Classification system explicitly mentions ""era-based smart defaults"":

```markdown
- **ML Classification**: K-means clustering identifies workout types (real_run, pup_walk, mixed, outlier) with era-based smart defaults
```

This indicates that the fallback mechanism uses ""era-based smart defaults"" to classify workouts when the model is unsure or encounters new patterns.

### Summary of Findings:
The ""era-based smart defaults"" in the fitness dashboard's workout classification refers to a fallback mechanism used by the ML Classification system. Specifically, it involves using predefined default classifications based on historical data (eras) when the K-means clustering algorithm cannot confidently classify a particular workout type.

This ensures that the system can still provide useful and consistent categorizations even when new or ambiguous data is encountered."
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-C,gpt-4o-2024-11-20,972-1004,422,3,7.54,4,4,,,,,"The ""Era-Based Smart Defaults"" fallback in the fitness dashboard's workout classification applies when there are less than 5 data points available for clustering via machine learning. It uses a hierarchical fallback:

1. **Primary**: K-means clustering if sufficient data is present (≥5 workouts).
2. **Secondary**: Era-based defaults, leveraging a key date—**June 1, 2018**, known as ""The Choco Effect Date."" Behavioral patterns define the defaults:
   - **Before June 1, 2018**: Defaults to `real_run` (focused training sessions).
   - **After June 1, 2018**: Defaults to `pup_walk` (dominated by dog walks).

3. **Tertiary**: A rule-based classification based on pace thresholds for cases where era-based defaults don't resolve ambiguities.

This fallback mechanism reflects a shift in workout patterns before and after the user's rescue puppy, Choco, joined their routine. [Source: ML Classification System in Self-Hosted Workout Intelligence]"
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-C,claude-sonnet-4-5,972-1004,422,3,15.64,4,4,,,,,"Perfect! I found the information. Let me provide a comprehensive answer based on the content I retrieved.

## Answer

The **""era-based smart defaults""** fallback in the fitness dashboard's workout classification is a secondary classification mechanism that kicks in when the primary K-means clustering algorithm has insufficient data (fewer than 5 workouts).

### How It Works

The system uses a **three-tiered hierarchy** for workout classification:

1. **Primary**: K-means ML clustering (requires ≥5 workouts)
2. **Secondary**: Era-based defaults with medium confidence (0.5)
3. **Tertiary**: Rule-based classification by pace thresholds

### The Era Boundary Date

The era boundary is defined as **June 1, 2018** — the date when Choco (a rescue puppy) arrived.

### Classification Logic

The era-based defaults leverage a known behavioral pattern:

- **Pre-Choco era** (before June 1, 2018): defaults to `real_run`
- **Post-Choco era** (after June 1, 2018): defaults to `pup_walk`

This fallback strategy is based on the empirical reality that before Choco's arrival, workouts were primarily focused running, whereas after June 1, 2018, dog walks dominated the activity patterns.

---

**Source**: Self-Hosted Workout Intelligence project documentation"
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-C,qwen2.5-7b-instruct-ctx32k,(none fetched),0,2,65.73,0,0,"COLLAPSED: read 43730-tok structure, never called get_page_content, returned generic corpus overview",,,,"Based on the information provided, here's an overview of some key concepts and documents from the website corpus:

### Metadata and SEO
- **Three Readers of Your Web Page**: Describes how browsers, search engines, and social media platforms interpret metadata like Open Graph tags. The document highlights specific metadata roles for each reader.
  - [Summary](https://example.com/blog/three-readers-of-your-web-page/)
  
- **Metadata Matters**: Emphasizes the importance of metadata in SEO, social sharing, and content organization. It provides a checklist for implementing effective metadata management.
  - [Summary](https://example.com/blog/metadata-matters/)

### Evidence-Based Retrieval Patterns
- **RAG Without the Theater — Evidence-Linked Retrieval Patterns You Can Defend**: Discusses best practices for using retrieval-augmented generation (RAG) to ensure that AI-generated answers are grounded, defensible, and verifiable. It introduces patterns like attribution-first compose, query routing, and hybrid retrieval.
  - [Summary](https://example.com/thinking/rag-approaches-observations/)
  
### Data Systems and Knowledge Graphs
- **Bees, Graphs, and Governance — Turning Unruly Observations into Evidence-Ready Decisions**: Highlights the importance of modeling data as a graph to transform anecdotal evidence into structured, actionable insights. It provides guidelines for building knowledge graphs.
  - [Summary](https://example.com/thinking/bees-graphs-governance/)
  
### Chunking and Sensemaking
- **7+-2 is Everywhere: Chunking is all you need**: Argues that the bottleneck in sensemaking isn't storage but rather how we process information. It advocates for designing interfaces that respect human attention spans, focusing on three to seven meaningful chunks.
  - [Summary](https://example.com/thinking/why-dashboards-fail/)

### Resources and Guides
- **Resources & Guides**: Curates a collection of resources such as infographics, templates, guides, and project artifacts aimed at building data- and cognition-aware systems. It includes topics like AI harnesses, memory in AI, integration tests for AI workflows, and more.
  - [Infographic Examples](https://example.com/resources/)
  
### Resume Data Schema
- **Resume Data Schema**: Describes a JSON schema used to maintain consistency across multiple output formats (web, PDF, TimelineJS) for professional profiles. It includes core sections like `meta`, `profile`, `education`, `skills`, and `experience`.
  - [Summary](https://example.com/resources/resume-data-schema/)

### AI Instruction File Evaluation Worksheet
- **AI Instruction File Evaluation Worksheet**: A two-page printable worksheet designed to evaluate the quality of instruction files for AI assistants. It covers structure, accuracy, comprehensiveness, actionability, information balance, and usability.
  - [Summary](https://example.com/resources/ai-instructions-evaluation-worksheet/)

These documents cover a wide range of topics from metadata management and SEO optimization to evidence-based retrieval patterns and data system design, providing practical tools and insights for building effective digital systems."
DL5,direct-location,"What is the ""era-based smart defaults"" fallback in the fitness dashboard's workout classification, and what date defines the era boundary?","Self-Hosted Workout Intelligence § How It Works → ML Classification System, the ""Era-Based Smart Defaults"" details block (node 0084, L972–1000; the fallback hierarchy L983–1000).","When K-means has <5 workouts, classification falls back to era defaults at medium confidence (0.5): before June 1, 2018 (Choco's arrival) → real_run; after → pup_walk; tertiary fallback is rule-based pace thresholds.",IDX-O,gpt-4o-2024-11-20,"972-984, 972-984",323,3,14.62,3,3,,,,,"The ""era-based smart defaults"" fallback is used when K-means clustering has insufficient data (fewer than 5 workouts) to categorize workouts. It applies medium-confidence defaults based on whether the date is before or after June 1, 2018 (the ""Choco Effect Date""). Before this date, activities default to ""real_run,"" and after, they default to ""pup_walk,"" reflecting shifts in behavior related to the adoption of a pet. 

Cited from: **ML Classification System** section."
DL9,direct-location,"What instruction-count ceiling does the instruction-file scoring post cite from Anthropic's guidance, and how did the author's own CLAUDE.md measure against it?","A Scoring System for AI Instruction Files § What the research says about size (node 0210, L2703–2709).","Frontier models follow roughly 150–200 instructions reliably; Claude Code's system prompt accounts for ~50. Her CLAUDE.md contained ~150 instructions, putting the total at ~200 — right at the ceiling.",IDX-D,gpt-4o-2024-11-20,2670-2767,2323,3,6.33,4,4,,,,,"The instruction file scoring post cites Anthropic's guidance that frontier models like Claude follow approximately 150–200 instructions reliably, with about 50 instructions accounted for by the system prompt. The author's CLAUDE.md file contained around 150 individual instructions, which, when combined with the baseline 50, positioned it at the 200-instruction ceiling.

For their own file, key points included:
- The file initially reached 800 lines but was reduced to 650 after optimization.
- It ranked at 88/100 using the author's six-category scoring system, which highlighted areas for improvement like outdated fields and incomplete coverage.

Refer to the section **""What the research says about size""** and **""The framework: six categories, 100 points""** for detailed analysis."
DL9,direct-location,"What instruction-count ceiling does the instruction-file scoring post cite from Anthropic's guidance, and how did the author's own CLAUDE.md measure against it?","A Scoring System for AI Instruction Files § What the research says about size (node 0210, L2703–2709).","Frontier models follow roughly 150–200 instructions reliably; Claude Code's system prompt accounts for ~50. Her CLAUDE.md contained ~150 instructions, putting the total at ~200 — right at the ceiling.",IDX-D,claude-sonnet-4-5,2670-2777,2323,3,14.44,4,4,,,,,"Perfect! I found the information. Based on the content from the ""A Scoring System for AI Instruction Files"" post:

**Answer:**

The instruction-file scoring post cites **150–200 instructions** as the ceiling from Anthropic's guidance. Specifically, the post states that ""frontier models follow roughly 150–200 instructions with reasonable consistency, and Claude Code's own system prompt already accounts for about 50 of them.""

The author's CLAUDE.md file measured **approximately 150 individual instructions**. When added to the baseline 50 instructions from Claude Code's system prompt, this put the author at **200 total instructions — right at the ceiling**.

This discovery was significant because it revealed the file was at the upper limit of what models can follow reliably, which helped explain why the file had grown unwieldy and prompted the author to develop the scoring framework and eventually trim the file from 800 lines down to 650 lines."
